 1696.305     -1.50076      -176.20        
 1703.7975    -1.51613      179.51         
 1711.29      -1.53383      175.23         
 1718.7825    -1.5551       170.98         
 1726.275     -1.57476      166.71         
 1733.7675    -1.59649      162.40         
 1741.26      -1.61988      158.11         
 1748.7525    -1.64872      153.84         
 1756.245     -1.67334      149.49         
 1763.7375    -1.70792      145.15         
 1771.23      -1.7329       140.79         
 1778.7225    -1.75959      136.36         
 1786.215     -1.79194      132.00         
 1793.7075    -1.83412      127.53         
 1801.2       -1.87087      123.04         
 1808.6925    -1.88483      118.66         
 1816.185     -1.93083      114.17         
 1823.6775    -1.9624       109.81         
 1831.17      -1.99155      105.41         
 1838.6625    -2.00729      101.04         
 1846.155     -2.00344      96.69          
 1853.6475    -2.00669      92.09          
 1861.14      -2.0074       87.37          
 1868.6325    -2.03112      82.79          
 1876.125     -2.04507      78.03          
 1883.6175    -2.07524      73.36          
 1891.11      -2.09804      68.64          
 1898.6025    -2.12188      63.93          
 1906.095     -2.14296      59.14          
 1913.5875    -2.16338      54.34          
 1921.08      -2.18819      49.55          
 1928.5725    -2.20437      44.71          
 1936.065     -2.21726      39.87          
 1943.5575    -2.23236      35.02          
 1951.05      -2.24615      30.18          
 1958.5425    -2.24969      25.38          
 1966.035     -2.25884      20.52          
 1973.5275    -2.25358      15.68          
 1981.02      -2.26455      10.80          
 1988.5125    -2.26528      5.97           
 1996.005     -2.25615      1.17           
 2003.4975    -2.25661      -3.72          
 2010.99      -2.25927      -8.58          
 2018.4825    -2.24722      -13.44         
 2025.975     -2.23489      -18.30         
 2033.4675    -2.22738      -23.08         
 2040.96      -2.20444      -27.95         
 2048.4525    -2.18739      -32.70         
 2055.945     -2.16957      -37.45         
 2063.4375    -2.14467      -42.19         
 2070.93      -2.12031      -46.93         
 2078.4225    -2.09637      -51.61         
 2085.915     -2.06953      -56.26         
 2093.4075    -2.04822      -60.92         
 2100.9       -2.02379      -65.49         
 2108.3925    -1.99788      -70.13         
 2115.885     -1.97876      -74.74         
 2123.3775    -1.95564      -79.25         
 2130.87      -1.94362      -83.77         
 2138.3625    -1.92227      -88.20         
 2145.855     -1.88392      -92.71         
 2153.3475    -1.87174      -97.14         
 2160.84      -1.85935      -101.52        
 2168.3325    -1.82678      -105.87        
 2175.825     -1.83153      -110.19        
 2183.3175    -1.8009       -114.42        
 2190.81      -1.80039      -118.66        
 2198.3025    -1.77613      -122.81        
 2205.795     -1.76666      -126.93        
 2213.2875    -1.76235      -131.02        
 2220.78      -1.75388      -135.06        
 2228.2725    -1.75414      -139.14        
 2235.765     -1.75701      -143.08        
 2243.2575    -1.7541       -147.08        
 2250.75      -1.7582       -150.98        
 2258.2425    -1.76519      -154.90        
 2265.735     -1.77815      -158.77        
 2273.2275    -1.79627      -162.64        
 2280.72      -1.80919      -166.50        
 2288.2125    -1.83674      -170.38        
 2295.705     -1.86079      -174.13        
 2303.1975    -1.87916      -177.97        
 2310.69      -1.88578      178.28         
 2318.1825    -1.91185      174.44         
 2325.675     -1.94446      170.70         
 2333.1675    -1.98362      166.94         
 2340.66      -2.00439      163.25         
 2348.1525    -2.05404      159.57         
 2355.645     -2.08424      155.76         
 2363.1375    -2.12881      152.07         
 2370.63      -2.18161      148.36         
 2378.1225    -2.23568      144.70         
 2385.615     -2.31283      141.05         
 2393.1075    -2.36748      137.59         
 2400.6       -2.42241      134.11         
 2408.0925    -2.47549      130.63         
 2415.585     -2.50074      127.11         
 2423.0775    -2.51776      123.48         
 2430.57      -2.5385       119.79         
 2438.0625    -2.56024      115.88         
 2445.555     -2.58936      111.89         
 2453.0475    -2.62938      107.97         
 2460.54      -2.67572      103.94         
 2468.0325    -2.72263      99.82          
 2475.525     -2.77493      95.67          
 2483.0175    -2.83536      91.49          
 2490.51      -2.90826      87.15          
 2498.0025    -2.98767      82.73          
 2505.495     -3.07505      78.24          
 2512.9875    -3.17559      73.67          
 2520.48      -3.28784      68.99          
 2527.9725    -3.41637      64.03          
 2535.465     -3.56743      58.97          
 2542.9575    -3.73019      53.65          
 2550.45      -3.94333      48.18          
 2557.9425    -4.16875      42.47          
 2565.435     -4.44355      36.61          
 2572.9275    -4.72864      30.35          
 2580.42      -5.08877      23.61          
 2587.9125    -5.50549      16.28          
 2595.405     -6.0618       8.31           
 2602.8975    -6.79083      -0.48          
 2610.39      -7.76519      -9.97          
 2617.8825    -9.07539      -20.23         
 2625.375     -10.87238     -31.51         
 2632.8675    -13.38672     -44.02         
 2640.36      -17.24234     -59.54         
 2647.8525    -24.09271     -86.65         
 2655.345     -28.33899     166.50         
 2662.8375    -19.94847     119.66         
 2670.33      -15.66937     102.68         
 2677.8225    -13.0735      90.48          
 2685.315     -11.29258     80.22          
 2692.8075    -10.00881     71.11          
 2700.3       -9.02373      62.32          
 2707.7925    -8.26878      54.38          
 2715.285     -7.69056      46.82          
 2722.7775    -7.22105      39.60          
 2730.27      -6.85408      32.90          
 2737.7625    -6.52301      26.34          
 2745.255     -6.24909      19.91          
 2752.7475    -6.00825      13.67          
 2760.24      -5.80863      7.46           
 2767.7325    -5.6264       1.50           
 2775.225     -5.47538      -4.38          
 2782.7175    -5.32151      -10.09         
 2790.21      -5.17773      -15.77         
 2797.7025    -5.03868      -21.47         
 2805.195     -4.90771      -27.26         
 2812.6875    -4.78704      -32.93         
 2820.18      -4.671        -38.60         
 2827.6725    -4.57703      -44.42         
 2835.165     -4.48777      -50.12         
 2842.6575    -4.39652      -55.90         
 2850.15      -4.30229      -61.72         
 2857.6425    -4.21505      -67.58         
 2865.135     -4.12165      -73.45         
 2872.6275    -4.03983      -79.35         
 2880.12      -3.9569       -85.25         
 2887.6125    -3.87789      -91.21         
 2895.105     -3.80631      -97.25         
 2902.5975    -3.72879      -103.22        
 2910.09      -3.66913      -109.24        
 2917.5825    -3.61518      -115.30        
 2925.075     -3.56722      -121.38        
 2932.5675    -3.5273       -127.61        
 2940.06      -3.51951      -133.80        
 2947.5525    -3.48809      -140.08        
 2955.045     -3.50205      -146.37        
 2962.5375    -3.52228      -152.83        
 2970.03      -3.54866      -159.35        
 2977.5225    -3.60642      -165.85        
 2985.015     -3.66067      -172.40        
 2992.5075    -3.74504      -179.04        
 3000         -3.8463       174.31         
